"","capture_time_in_zone","location_accuracy","species","date","number_of_sp_calling","water_body","habitat","lga_name","state","grid_id","grid_lat","grid_lng","record_sunrise","record_sunset","record_day_length","grid_sunrise","grid_sunset","grid_day_length","fraction","phase","present","year_day","day","year","mean_min_temp","Date","month","mean_max_temp","mean_vapour","mean_rainfall","rain_3_days","rain_10_days"
"1","2017-12-03 20:12:13 +1000",22.4799995422363,"Cophixalus australis","2017-12-03",1,"Small pond","Other","Tablelands (R)","QLD",4406,-17.25,145.25,2017-12-03 06:36:28,2017-12-03 19:41:59,13.0919444444444,2017-12-03 06:37:27,2017-12-03 19:42:54,13.0908333333333,0.991711664370312,0.470980792144052,1,"2017_337",337,2017,8.58333301544189,2017-12-03,12,30.6199995676676,10.4933331807454,0.100000001490116,1.8000000094374,7.89999996374051
"2","2017-12-28 19:39:31 +1000",20,"Cophixalus australis","2017-12-28",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2017-12-28 06:45:48,2017-12-28 19:55:41,13.1647222222222,2017-12-28 06:47:00,2017-12-28 19:56:08,13.1522222222222,0.689039743006074,0.311707700647358,1,"2017_362",362,2017,12.6833333969116,2017-12-28,12,24.0433330535889,11.6266667048136,0,0,4.39999993642171
"3","2017-12-28 20:32:29 +1000",12,"Cophixalus australis","2017-12-28",1,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2017-12-28 06:45:48,2017-12-28 19:55:41,13.1647222222222,2017-12-28 06:47:00,2017-12-28 19:56:08,13.1522222222222,0.689039743006074,0.311707700647358,1,"2017_362",362,2017,12.6833333969116,2017-12-28,12,24.0433330535889,11.6266667048136,0,0,4.39999993642171
"4","2018-01-13 19:51:25 +1000",214.17399597168,"Cophixalus australis","2018-01-13",1,"No visible water bodies","Natural area","Mareeba (S)","QLD",4406,-17.25,145.25,2018-01-13 06:55:46,2018-01-13 20:00:00,13.0705555555556,2018-01-13 06:56:35,2018-01-13 20:00:31,13.0655555555556,0.144783905365768,0.87575025089221,1,"2018_13",13,2018,16.4266668955485,2018-01-13,1,29.4533335367839,12.6399997075399,0,0,0
"5","2018-01-05 19:29:13 +1000",9.10200023651123,"Cophixalus australis","2018-01-05",1,"Flooded area","None selected","Townsville (C)","QLD",4538,-19.25,146.25,2018-01-05 06:44:32,2018-01-05 19:58:26,13.2316666666667,2018-01-05 06:43:51,2018-01-05 19:58:40,13.2469444444444,0.887710688160601,0.608768745455731,1,"2018_5",5,2018,12.4200000762939,2018-01-05,1,26.6099999745687,9.02666664123535,0,0,0
"6","2018-02-06 19:21:59 +1000",5,"Cophixalus australis","2018-02-06",1,"No visible water bodies","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-02-06 07:06:45,2018-02-06 19:55:52,12.8186111111111,2018-02-06 07:05:58,2018-02-06 19:54:44,12.8127777777778,0.669797190935945,0.694855101232958,1,"2018_37",37,2018,16.25,2018-02-06,2,31.1824998855591,13.8050000667572,0,0,0
"7","2018-02-07 19:54:27 +1000",21,"Cophixalus australis","2018-02-07",1,"No visible water bodies","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-02-07 07:07:16,2018-02-07 19:55:31,12.8041666666667,2018-02-07 07:06:29,2018-02-07 19:54:23,12.7983333333333,0.57104735390011,0.727308121831392,1,"2018_38",38,2018,14.6375000476837,2018-02-07,2,26.4225001335144,13.6299998760223,0,0,0
"8","2018-02-08 20:19:09 +1000",3.5,"Cophixalus australis","2018-02-08",1,"None selected","None selected","Cassowary Coast (R)","QLD",4473,-17.75,145.75,2018-02-08 07:08:35,2018-02-08 19:55:11,12.7766666666667,2018-02-08 07:08:59,2018-02-08 19:56:01,12.7838888888889,0.471948907642823,0.758933630568415,1,"2018_39",39,2018,20.6116663614909,2018-02-08,2,41.0083332061768,15.3716665903727,0,0,6.68333331743877
"9","2018-02-21 21:28:34 +1000",165,"Cophixalus australis","2018-02-21",1,"No visible water bodies","Natural area","Townsville (C)","QLD",4538,-19.25,146.25,2018-02-21 07:11:00,2018-02-21 19:48:12,12.62,2018-02-21 07:11:22,2018-02-21 19:48:56,12.6261111111111,0.259004101473856,0.169956748844696,1,"2018_52",52,2018,11.0733334223429,2018-02-21,2,28.1766662597656,19.2866662343343,0,0,0.100000001490116
"10","2018-04-21 20:09:46 +1000",10,"Cophixalus australis","2018-04-21",1,"Stream or creek","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-04-21 06:27:22,2018-04-21 18:03:57,11.6097222222222,2018-04-21 06:26:32,2018-04-21 18:03:18,11.6127777777778,0.282675182191676,0.178436106260344,1,"2018_111",111,2018,8.08000004291534,2018-04-21,4,24.8499994277954,18.625,0.100000001490116,0.650000005960464,2.17500001192093
"11","2018-04-28 21:43:19 +1000",18.9209995269775,"Cophixalus australis","2018-04-28",1,"No visible water bodies","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-04-28 06:29:32,2018-04-28 17:59:51,11.5052777777778,2018-04-28 06:28:26,2018-04-28 17:59:02,11.51,0.959101147576509,0.435179635505525,1,"2018_118",118,2018,12.9425001144409,2018-04-28,4,24.9024996757507,13.3025000095367,0,0,14.9500000104308
"12","2018-05-07 20:44:47 +1000",16,"Cophixalus australis","2018-05-07",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-05-07 06:32:21,2018-05-07 17:55:17,11.3822222222222,2018-05-07 06:31:13,2018-05-07 17:54:30,11.3880555555556,0.598169003873373,0.718547508650111,1,"2018_127",127,2018,5.96750009059906,2018-05-07,5,19.6550002098083,11.4699997901917,0.500000014901161,1.07500001788139,2.02500002644956
"13","2018-06-30 16:15:17 +1000",65,"Cophixalus australis","2018-06-30",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-06-30 06:48:20,2018-06-30 17:52:19,11.0663888888889,2018-06-30 06:47:24,2018-06-30 17:52:00,11.0766666666667,0.969545027441148,0.555835277104938,1,"2018_181",181,2018,2.24499997496605,2018-06-30,6,16.5950000286102,9.25999999046326,0,4.82499985769391,24.0249998774379
"14","2018-07-07 03:37:43 +1000",26.6380004882812,"Cophixalus australis","2018-07-07",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-07-07 06:48:59,2018-07-07 17:54:46,11.0963888888889,2018-07-07 06:47:46,2018-07-07 17:54:03,11.1047222222222,0.417376631468187,0.776421022837565,1,"2018_188",188,2018,4.01000010967255,2018-07-07,7,14.5924999713898,8.98749995231628,0,19.5499999076128,60.3999994136393
"15","2018-07-02 20:08:14 +1000",10.5620002746582,"Cophixalus australis","2018-07-02",1,"No visible water bodies","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-07-02 06:48:47,2018-07-02 17:53:16,11.0747222222222,2018-07-02 06:47:35,2018-07-02 17:52:33,11.0827777777778,0.872942562501268,0.616013386408756,1,"2018_183",183,2018,9.22500014305115,2018-07-02,7,17.2050001621246,12.4950001239777,1.42499998211861,1.42499998211861,25.0499998480082
"16","2018-07-02 20:07:02 +1000",10,"Cophixalus australis","2018-07-02",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-07-02 06:48:47,2018-07-02 17:53:16,11.0747222222222,2018-07-02 06:47:35,2018-07-02 17:52:33,11.0827777777778,0.872942562501268,0.616013386408756,1,"2018_183",183,2018,9.22500014305115,2018-07-02,7,17.2050001621246,12.4950001239777,1.42499998211861,1.42499998211861,25.0499998480082
"17","2018-06-30 19:39:07 +1000",16,"Cophixalus australis","2018-06-30",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-06-30 06:48:37,2018-06-30 17:52:42,11.0680555555556,2018-06-30 06:47:24,2018-06-30 17:52:00,11.0766666666667,0.969545027441148,0.555835277104938,1,"2018_181",181,2018,2.24499997496605,2018-06-30,6,16.5950000286102,9.25999999046326,0,4.82499985769391,24.0249998774379
"18","2018-05-28 21:33:24 +1000",16,"Cophixalus australis","2018-05-28",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-05-28 06:39:52,2018-05-28 17:49:23,11.1586111111111,2018-05-28 06:38:41,2018-05-28 17:48:39,11.1661111111111,0.976341949245502,0.450845069643783,1,"2018_148",148,2018,4.25500005483627,2018-05-28,5,16.6300003528595,10.6675002574921,4.54999995231628,30.9000002145767,60.1500006914139
"19","2018-05-28 21:30:45 +1000",16,"Cophixalus australis","2018-05-28",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-05-28 06:39:52,2018-05-28 17:49:23,11.1586111111111,2018-05-28 06:38:41,2018-05-28 17:48:39,11.1661111111111,0.976341949245502,0.450845069643783,1,"2018_148",148,2018,4.25500005483627,2018-05-28,5,16.6300003528595,10.6675002574921,4.54999995231628,30.9000002145767,60.1500006914139
"20","2018-07-23 06:13:23 +1000",24,"Cophixalus australis","2018-07-23",1,"No visible water bodies","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2018-07-23 06:47:01,2018-07-23 18:00:03,11.2172222222222,2018-07-23 06:45:50,2018-07-23 17:59:19,11.2247222222222,0.799432087576879,0.352190537280339,1,"2018_204",204,2018,8.52999997138977,2018-07-23,7,15.5700001716614,12.3175001144409,11.125,38.3500003814697,61.8000005036592
"21","2018-10-03 17:22:04 +1000",165,"Cophixalus australis","2018-10-03",1,"No visible water bodies","Rural","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:43,2018-10-03 18:16:16,12.2758333333333,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"22","2018-10-03 17:25:08 +1000",6,"Cophixalus australis","2018-10-03",1,"None selected","Rural","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:43,2018-10-03 18:16:16,12.2758333333333,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"23","2018-10-03 19:19:48 +1000",12,"Cophixalus australis","2018-10-03",1,"None selected","Rural","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:43,2018-10-03 18:16:16,12.2758333333333,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"24","2018-10-03 19:39:16 +1000",6,"Cophixalus australis","2018-10-03",1,"None selected","Rural","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:43,2018-10-03 18:16:16,12.2758333333333,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"25","2018-10-03 19:27:40 +1000",12.0018124105213,"Cophixalus australis","2018-10-03",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:52,2018-10-03 18:16:26,12.2761111111111,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"26","2018-10-03 20:04:59 +1000",8.00120827368088,"Cophixalus australis","2018-10-03",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:52,2018-10-03 18:16:26,12.2761111111111,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"27","2018-10-03 19:55:28 +1000",16.0024165473618,"Cophixalus australis","2018-10-03",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:52,2018-10-03 18:16:26,12.2761111111111,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"28","2018-11-10 21:10:41 +1000",3.10500001907349,"Cophixalus australis","2018-11-10",1,"Stream or creek","Rural","Tablelands (R)","QLD",4474,-17.25,145.75,2018-11-10 06:36:43,2018-11-10 19:27:59,12.8544444444444,2018-11-10 06:36:45,2018-11-10 19:27:40,12.8486111111111,0.0638821020368817,0.081334716374737,1,"2018_314",314,2018,8.4850001335144,2018-11-10,11,26.5575003623962,10.1449999809265,0,0.150000002235174,10.0750000067055
"29","2018-11-10 22:24:16 +1100",12,"Cophixalus australis","2018-11-10",1,"Stream or creek","Rural","Tablelands (R)","QLD",4474,-17.25,145.75,2018-11-10 06:36:43,2018-11-10 19:27:59,12.8544444444444,2018-11-10 06:36:45,2018-11-10 19:27:40,12.8486111111111,0.0638821020368817,0.081334716374737,1,"2018_314",314,2018,8.4850001335144,2018-11-10,11,26.5575003623962,10.1449999809265,0,0.150000002235174,10.0750000067055
"30","2018-11-11 22:06:29 +1000",16,"Cophixalus australis","2018-11-11",1,"No visible water bodies","Rural","Tablelands (R)","QLD",4474,-17.25,145.75,2018-11-11 06:36:26,2018-11-11 19:28:30,12.8677777777778,2018-11-11 06:36:28,2018-11-11 19:28:10,12.8616666666667,0.119678275656079,0.112441789488908,1,"2018_315",315,2018,10.0299999713898,2018-11-11,11,29.5875000953674,8.33249998092651,0,0.150000002235174,10.0750000067055
"31","2018-12-09 19:53:06 +1000",65,"Cophixalus australis","2018-12-09",1,"No visible water bodies","Backyard/Suburbia","Tablelands (R)","QLD",4406,-17.25,145.25,2018-12-09 06:37:46,2018-12-09 19:45:23,13.1269444444444,2018-12-09 06:38:46,2018-12-09 19:46:18,13.1255555555556,0.0320589980808007,0.0573024746349566,1,"2018_343",343,2018,14.9500001271566,2018-12-09,12,25.9333337148031,15.0366665522257,0,0.833333330849825,1.2666666681568
"32","2018-12-15 19:16:53 +1000",30,"Cophixalus australis","2018-12-15",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2018-12-15 06:39:33,2018-12-15 19:49:16,13.1619444444444,2018-12-15 06:40:45,2018-12-15 19:49:43,13.1494444444444,0.461965009178292,0.237881379494188,1,"2018_349",349,2018,13.9166666666667,2018-12-15,12,30.0266660054525,13.8799997965495,0,0.100000001490116,2.46666667610407
"33","2018-12-27 19:51:08 +1000",5,"Cophixalus australis","2018-12-27",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2018-12-27 06:44:22,2018-12-27 19:54:59,13.1769444444444,2018-12-27 06:43:21,2018-12-27 19:54:35,13.1872222222222,0.774853672321688,0.65736961692639,1,"2018_361",361,2018,19.0516665776571,2018-12-27,12,43.9549999237061,9.51166677474976,0,0,0.0500000007450581
"34","2018-12-27 19:44:09 +1000",10,"Cophixalus australis","2018-12-27",1,"None selected","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2018-12-27 06:44:22,2018-12-27 19:54:59,13.1769444444444,2018-12-27 06:43:21,2018-12-27 19:54:35,13.1872222222222,0.774853672321688,0.65736961692639,1,"2018_361",361,2018,19.0516665776571,2018-12-27,12,43.9549999237061,9.51166677474976,0,0,0.0500000007450581
"35","2018-10-03 20:01:14 +1000",6,"Cophixalus australis","2018-10-03",1,"None selected","None selected","Tablelands (R)","QLD",4473,-17.75,145.75,2018-10-03 05:59:43,2018-10-03 18:16:16,12.2758333333333,2018-10-03 05:59:04,2018-10-03 18:15:46,12.2783333333333,0.424321109129817,0.7741822783128,1,"2018_276",276,2018,15.4966667493184,2018-10-03,10,24.6866668065389,8.10333331425985,0,0,0
"36","2019-01-01 20:02:29 +1000",371.226989746094,"Cophixalus australis","2019-01-01",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-01-01 06:47:49,2019-01-01 19:57:03,13.1538888888889,2019-01-01 06:49:07,2019-01-01 19:57:32,13.1402777777778,0.235826760779764,0.838593891586237,1,"2019_1",1,2019,15.7599999109904,2019-01-01,1,28.0666669209798,17.1099993387858,0,0,0.466666668653488
"37","2019-01-01 20:01:05 +1000",3.70000004768372,"Cophixalus australis","2019-01-01",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-01-01 06:47:49,2019-01-01 19:57:03,13.1538888888889,2019-01-01 06:49:07,2019-01-01 19:57:32,13.1402777777778,0.235826760779764,0.838593891586237,1,"2019_1",1,2019,15.7599999109904,2019-01-01,1,28.0666669209798,17.1099993387858,0,0,0.466666668653488
"38","2019-01-01 19:49:07 +1000",2800,"Cophixalus australis","2019-01-01",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-01-01 06:47:50,2019-01-01 19:57:02,13.1533333333333,2019-01-01 06:49:07,2019-01-01 19:57:32,13.1402777777778,0.235826760779764,0.838593891586237,1,"2019_1",1,2019,15.7599999109904,2019-01-01,1,28.0666669209798,17.1099993387858,0,0,0.466666668653488
"39","2019-01-25 19:34:56 +1000",10,"Cophixalus australis","2019-01-25",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-01-25 07:02:41,2019-01-25 20:00:13,12.9588888888889,2019-01-25 07:03:49,2019-01-25 20:00:45,12.9488888888889,0.813239489539463,0.642247713597089,1,"2019_25",25,2019,10.6066665649414,2019-01-25,1,24.5466664632161,11.5366668701172,0,1.23333334922791,1.23333334922791
"40","2018-12-30 23:41:52 +1000",8.57600021362305,"Cophixalus australis","2018-12-31",1,"No visible water bodies","Rural","Tablelands (R)","QLD",4473,-17.75,145.75,2018-12-31 06:46:53,2018-12-31 19:56:42,13.1636111111111,2018-12-31 06:45:35,2018-12-31 19:56:09,13.1761111111111,0.334208062364364,0.803791495818342,1,"2018_365",365,2018,18.9699996312459,2018-12-31,12,38.5333340962728,16.6483332316081,0.200000004221996,0.916666672875465,0.916666672875465
"41","2019-02-03 22:05:41 +1000",11.3470001220703,"Cophixalus australis","2019-02-03",1,"None selected","None selected","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-02-03 07:05:00,2019-02-03 19:56:54,12.865,2019-02-03 07:04:14,2019-02-03 19:55:46,12.8588888888889,0.0294524906817543,0.945100753124382,1,"2019_34",34,2019,10.272500038147,2019-02-03,2,27.5525007247925,12.039999961853,0,0,0
"42","2019-03-19 22:18:40 +1000",33.2750015258789,"Cophixalus australis","2019-03-19",1,"No visible water bodies","Natural area","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-03-19 07:20:42,2019-03-19 19:29:53,12.1530555555556,2019-03-19 07:19:45,2019-03-19 19:28:55,12.1527777777778,0.946391006501943,0.425624839988017,1,"2019_78",78,2019,19.4924998283386,2019-03-19,3,34.1800003051758,18.1874995231628,0.500000007450581,0.500000007450581,3.2499999627471
"43","2019-04-12 18:28:28 +1000",4.55100011825562,"Cophixalus australis","2019-04-12",1,"None selected","Natural area","Cassowary Coast (R)","QLD",4473,-17.75,145.75,2019-04-12 06:25:40,2019-04-12 18:11:16,11.76,2019-04-12 06:26:23,2019-04-12 18:11:45,11.7561111111111,0.424092647692456,0.2257441499601,1,"2019_102",102,2019,4.99333341916402,2019-04-12,4,25.3333336512248,6.49666666984558,0,0,0
"44","2019-02-16 22:25:14 +1000",5,"Cophixalus australis","2019-02-16",1,"No visible water bodies","Backyard/Suburbia","Tablelands (R)","QLD",4405,-17.75,145.25,2019-02-16 07:13:47,2019-02-16 19:53:28,12.6613888888889,2019-02-16 07:14:34,2019-02-16 19:54:33,12.6663888888889,0.830876803785125,0.365093751084832,1,"2019_47",47,2019,16.6050000190735,2019-02-16,2,25.8425002098083,11.7200000286102,0,0.300000004470348,0.300000004470348
"45","2019-06-29 16:27:31 +1000",65,"Cophixalus australis","2019-06-29",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-29 06:48:11,2019-06-29 17:51:58,11.0630555555556,2019-06-29 06:47:16,2019-06-29 17:51:39,11.0730555555556,0.169217295639432,0.86505380363205,1,"2019_180",180,2019,2.57249999046326,2019-06-29,6,14.727499961853,13.352499961853,0.200000002980232,29.9750003367662,67.0249997694045
"46","2019-06-29 16:30:26 +1000",65,"Cophixalus australis","2019-06-29",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-29 06:48:12,2019-06-29 17:51:58,11.0627777777778,2019-06-29 06:47:16,2019-06-29 17:51:39,11.0730555555556,0.169217295639432,0.86505380363205,1,"2019_180",180,2019,2.57249999046326,2019-06-29,6,14.727499961853,13.352499961853,0.200000002980232,29.9750003367662,67.0249997694045
"47","2019-06-29 17:26:33 +1000",16,"Cophixalus australis","2019-06-29",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-29 06:48:12,2019-06-29 17:51:58,11.0627777777778,2019-06-29 06:47:16,2019-06-29 17:51:39,11.0730555555556,0.169217295639432,0.86505380363205,1,"2019_180",180,2019,2.57249999046326,2019-06-29,6,14.727499961853,13.352499961853,0.200000002980232,29.9750003367662,67.0249997694045
"48","2019-06-29 17:30:04 +1000",6.00090620526066,"Cophixalus australis","2019-06-29",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-29 06:48:12,2019-06-29 17:51:58,11.0627777777778,2019-06-29 06:47:16,2019-06-29 17:51:39,11.0730555555556,0.169217295639432,0.86505380363205,1,"2019_180",180,2019,2.57249999046326,2019-06-29,6,14.727499961853,13.352499961853,0.200000002980232,29.9750003367662,67.0249997694045
"49","2019-06-29 20:14:22 +1000",6.00090620526066,"Cophixalus australis","2019-06-29",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-29 06:48:12,2019-06-29 17:51:58,11.0627777777778,2019-06-29 06:47:16,2019-06-29 17:51:39,11.0730555555556,0.169217295639432,0.86505380363205,1,"2019_180",180,2019,2.57249999046326,2019-06-29,6,14.727499961853,13.352499961853,0.200000002980232,29.9750003367662,67.0249997694045
"50","2019-06-30 14:34:04 +1000",12,"Cophixalus australis","2019-06-30",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-30 06:48:18,2019-06-30 17:52:14,11.0655555555556,2019-06-30 06:47:23,2019-06-30 17:51:55,11.0755555555556,0.0978947167735285,0.898705789180235,1,"2019_181",181,2019,8.78749990463257,2019-06-30,6,14.9850001335144,12.25,5.22499990463257,15.0250000506639,72.2499996740371
"51","2019-06-30 18:28:57 +1000",65,"Cophixalus australis","2019-06-30",1,"Stream or creek","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-06-30 06:48:18,2019-06-30 17:52:14,11.0655555555556,2019-06-30 06:47:23,2019-06-30 17:51:55,11.0755555555556,0.0978947167735285,0.898705789180235,1,"2019_181",181,2019,8.78749990463257,2019-06-30,6,14.9850001335144,12.25,5.22499990463257,15.0250000506639,72.2499996740371
"52","2019-07-05 17:48:53 +1000",5,"Cophixalus australis","2019-07-05",1,"None selected","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-07-05 06:48:39,2019-07-05 17:53:41,11.0838888888889,2019-07-05 06:47:44,2019-07-05 17:53:21,11.0936111111111,0.0618259032519594,0.0799862842996661,1,"2019_186",186,2019,6.00499987602234,2019-07-05,7,13.102499961853,10.335000038147,22.2749996185303,22.3749996200204,62.8499999269843
"53","2019-07-06 22:24:08 +1000",5,"Cophixalus australis","2019-07-06",1,"None selected","Backyard/Suburbia","Cassowary Coast (R)","QLD",4541,-17.75,146.25,2019-07-06 06:48:41,2019-07-06 17:53:59,11.0883333333333,2019-07-06 06:47:46,2019-07-06 17:53:40,11.0983333333333,0.130973616173527,0.117872765652053,1,"2019_187",187,2019,2.36250004172325,2019-07-06,7,14.5625,11.1400001049042,1.42499998211861,23.799999602139,63.2749998942018
"54","2019-08-08 11:58:48 +1000",4.99700021743774,"Cophixalus australis","2019-08-08",1,"None selected","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2019-08-08 06:41:57,2019-08-08 18:06:36,11.4108333333333,2019-08-08 06:41:57,2019-08-08 18:06:10,11.4036111111111,0.520117873288915,0.256405447062991,1,"2019_220",220,2019,5.01666665077209,2019-08-08,8,13.5350000063578,8.29666678110758,1.44999998807907,1.54999998956919,5.16666662444675
"55","2019-10-21 20:37:06 +1000",5,"Cophixalus australis","2019-10-21",1,"Stream or creek","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-10-21 06:47:04,2019-10-21 19:20:45,12.5613888888889,2019-10-21 06:48:14,2019-10-21 19:21:33,12.5552777777778,0.547892764833817,0.734731851289301,1,"2019_294",294,2019,13.5499998728434,2019-10-21,10,25.8166669209798,13.4933331807454,0,0,16.0666665484507
"56","2019-10-26 21:25:26 +1000",5,"Cophixalus australis","2019-10-26",1,"No visible water bodies","Natural area","Townsville (C)","QLD",4538,-19.25,146.25,2019-10-26 06:39:43,2019-10-26 19:21:04,12.6891666666667,2019-10-26 06:39:18,2019-10-26 19:21:08,12.6972222222222,0.0607889604542015,0.920701671299301,1,"2019_299",299,2019,9.56666660308838,2019-10-26,10,26.7366663614909,12.6266667048136,0,0.999999997516397,1.06666666517663
"57","2019-11-02 21:12:25 +1000",6.00090620526066,"Cophixalus australis","2019-11-02",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4473,-17.75,145.75,2019-11-02 06:40:03,2019-11-02 19:24:57,12.7483333333333,2019-11-02 06:39:11,2019-11-02 19:24:27,12.7544444444444,0.26533008863051,0.172245967966913,1,"2019_306",306,2019,15.9483332633972,2019-11-02,11,19.0216668446859,19.3666667938232,4.98333334922791,5.06666668380302,5.38333335643011
"58","2019-12-02 22:29:05 +1000",115.427001953125,"Cophixalus australis","2019-12-02",1,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2019-12-02 06:35:56,2019-12-02 19:41:28,13.0922222222222,2019-12-02 06:37:12,2019-12-02 19:41:59,13.0797222222222,0.291553043463181,0.181559327899154,1,"2019_336",336,2019,13.0133333206177,2019-12-02,12,27.7233333587646,14.113333384196,1.20000000794729,1.20000000794721,2.66666670640302
"59","2019-12-02 22:42:22 +1000",53.1279983520508,"Cophixalus australis","2019-12-02",1,"None selected","None selected","Tablelands (R)","QLD",4406,-17.25,145.25,2019-12-02 06:35:56,2019-12-02 19:41:28,13.0922222222222,2019-12-02 06:37:12,2019-12-02 19:41:59,13.0797222222222,0.291553043463181,0.181559327899154,1,"2019_336",336,2019,13.0133333206177,2019-12-02,12,27.7233333587646,14.113333384196,1.20000000794729,1.20000000794721,2.66666670640302
"60","2019-12-02 22:44:22 +1000",11.5609998703003,"Cophixalus australis","2019-12-02",1,"No visible water bodies","Natural area","Tablelands (R)","QLD",4406,-17.25,145.25,2019-12-02 06:35:56,2019-12-02 19:41:28,13.0922222222222,2019-12-02 06:37:12,2019-12-02 19:41:59,13.0797222222222,0.291553043463181,0.181559327899154,1,"2019_336",336,2019,13.0133333206177,2019-12-02,12,27.7233333587646,14.113333384196,1.20000000794729,1.20000000794721,2.66666670640302
